NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county
"Henry County, Ohio",0500000US39069,28353,39.1,27208,162,37,131,4,439,11955,11110,8725,2385,5278,122,115,208,395,882,3556,119200,26,27904,3263,23256,159,48932,24260,3490,153,16948,16165,14754,2290,39,069
"Highland County, Ohio",0500000US39071,43631,38.6,41990,492,65,53,0,0,19287,16841,12254,4587,11117,60,127,132,980,1388,8430,104300,55,43006,7435,19202,157,40423,36669,6628,130,25990,25413,22441,2387,39,071
"Hocking County, Ohio",0500000US39073,29400,41.1,28649,208,6,99,0,68,13357,11491,8862,2629,6334,92,250,39,466,1014,4473,115600,90,28570,4495,20123,63,42227,25247,3845,115,17994,17679,15726,2025,39,073
"Holmes County, Ohio",0500000US39075,42264,29.4,41723,173,7,33,28,123,13608,12261,9512,2749,7166,48,166,176,883,1131,4762,153400,162,41350,6086,17176,168,44746,38183,3428,222,22898,12438,18755,1825,39,075
"Huron County, Ohio",0500000US39077,59813,37.3,56410,418,264,199,0,1401,25152,22684,16779,5905,14390,81,64,184,1106,2218,10737,121400,84,58894,8841,22005,226,48358,48415,9349,214,36033,33985,31308,4007,39,077
"Jackson County, Ohio",0500000US39079,33176,38.9,32209,182,38,104,0,78,14569,13252,8839,4413,10903,167,108,156,844,1749,7879,91100,29,32841,7621,19835,191,37243,27463,5344,167,20288,19513,17580,2723,39,079
"Jefferson County, Ohio",0500000US39081,69672,43.7,63968,3792,185,233,73,103,32892,28741,21114,7627,16932,193,118,647,1982,3331,10661,85700,99,67651,11463,21587,297,39453,49142,19578,284,42788,41823,36232,5652,39,081
"Knox County, Ohio",0500000US39083,60623,38.1,58678,407,33,496,8,94,24997,22495,16614,5881,13982,190,228,126,856,1880,10702,134600,64,57259,7431,22628,334,48734,47399,12232,211,37052,35186,29866,6289,39,083
"Lake County, Ohio",0500000US39085,229745,42.2,214712,7271,280,2965,2,1570,100822,94347,72332,22015,46444,322,344,1249,3580,7272,33677,156000,170,226805,19217,28900,2486,55968,178043,38479,1113,142069,131191,124809,34447,39,085
"Lawrence County, Ohio",0500000US39087,62592,40.0,60056,1493,137,19,0,114,27644,24479,17914,6565,15921,159,133,1228,1211,2535,10655,93800,73,61825,10787,19832,210,38639,25824,36378,146,38220,37724,33336,5198,39,087
"Licking County, Ohio",0500000US39089,165110,38.9,154410,5404,206,1265,31,403,68969,63314,46944,16370,37627,244,155,495,2047,6935,27751,152600,102,161125,18700,25977,1418,54699,129374,32064,840,102592,99317,88092,21497,39,089
"Logan County, Ohio",0500000US39091,45964,39.3,43885,586,180,274,0,122,23162,18095,13488,4607,11792,58,65,106,1169,1962,8432,123200,31,45345,6769,22898,245,47378,39147,6074,186,27514,26549,24051,3676,39,091
"Lorain County, Ohio",0500000US39093,300491,39.9,254693,25174,967,2893,47,7416,126446,115534,84592,30942,72913,461,799,1584,4396,9271,56402,146400,262,290849,39590,25558,2862,52194,225821,60443,5697,185761,170393,160570,36480,39,093
"Lucas County, Ohio",0500000US39095,442708,36.8,331164,83603,1232,6877,137,6805,202678,178777,114608,64169,145329,572,683,3535,9964,21439,109136,119200,319,432916,84479,23857,4445,41949,340650,83774,2180,277969,259918,230304,56696,39,095
"Madison County, Ohio",0500000US39097,43151,38.6,39292,2720,160,300,0,157,15896,14791,10552,4239,9524,76,115,410,783,1846,6294,149100,163,38539,4028,24522,440,54366,35021,7221,163,28108,26990,24369,4214,39,097
"Mahoning County, Ohio",0500000US39099,240131,42.5,193653,38088,360,1756,12,2414,112074,98749,70736,28013,59402,556,875,1559,6163,9936,40313,97800,206,233118,39758,23261,1589,40570,187786,42553,2160,145283,135359,125134,29845,39,099
"Marion County, Ohio",0500000US39101,66503,39.4,60369,3137,331,385,13,460,27823,24851,17152,7699,18873,247,280,488,1441,2924,13493,99200,33,61307,11352,20430,281,41337,54532,10786,330,42393,40813,36475,4676,39,101
"Medina County, Ohio",0500000US39103,171327,40.1,164685,2141,187,1571,10,784,68655,64813,52620,12193,26604,119,92,605,1924,3364,20500,184200,228,169702,12168,30528,2653,65578,134247,30785,801,105550,100559,93743,30942,39,103
"Meigs County, Ohio",0500000US39105,23668,41.1,23160,298,36,0,0,1,11193,9644,7726,1918,4513,36,150,148,467,748,2964,82400,0,23375,4985,18159,71,33708,15765,7818,36,14609,14489,12715,1579,39,105
"Mercer County, Ohio",0500000US39107,40918,39.1,40002,147,69,201,21,120,17570,15689,12769,2920,6189,124,33,199,456,1008,4369,124600,60,40423,3562,22689,203,51236,34223,6119,137,23806,23274,20649,3339,39,107
"Miami County, Ohio",0500000US39109,102487,40.4,97164,2397,146,1201,0,269,44051,41364,29302,12062,26771,190,231,655,2017,4281,19397,137900,72,101069,11378,25079,567,51438,80028,20037,510,62126,60162,54430,11706,39,109
"Monroe County, Ohio",0500000US39111,14709,44.7,14421,46,18,0,0,0,7567,6167,4993,1174,2606,87,56,31,309,917,1206,88900,9,14564,2641,20473,60,38811,9259,5371,24,8738,8626,7721,787,39,111
"Montgomery County, Ohio",0500000US39113,537409,39.0,398524,111696,525,9580,6,4852,254821,223546,142996,80550,175528,1038,1772,3770,11391,24439,133118,118600,382,515734,82499,25225,4970,44585,375306,138782,4369,331988,313373,280717,73056,39,113
"Morgan County, Ohio",0500000US39115,15087,42.5,14106,516,0,62,0,46,7901,6252,4895,1357,3031,13,56,74,340,786,1762,87600,60,14898,2899,19731,35,35855,13078,1857,110,8891,8771,7785,695,39,115
