NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 6, Benton County, Oregon",1400000US41003000600,5214,35.2,4671,73,90,166,0,412,112,2232,2126,1050,1076,2625,0,0,0,156,91,2378,156100,0,4944,1023,19867,9,32070,2293,2393,41,3114,2779,2644,899,41,003,000600
"Census Tract 9, Benton County, Oregon",1400000US41003000900,5570,36.3,4795,0,54,560,0,243,47,2481,2372,1297,1075,2223,84,0,0,22,82,2035,338500,0,5525,1046,33685,118,58950,2349,2464,170,4062,3733,2753,1813,41,003,000900
"Census Tract 10.01, Benton County, Oregon",1400000US41003001001,4350,26.0,3281,190,52,204,0,1086,394,1793,1717,606,1111,2707,0,13,13,66,412,2203,215100,0,4350,1383,19149,40,28448,1824,1744,141,3083,2267,1891,634,41,003,001001
"Census Tract 10.02, Benton County, Oregon",1400000US41003001002,2718,31.3,2326,0,14,193,79,29,66,1326,1231,718,513,1154,0,14,0,9,65,1066,230000,0,2710,758,25361,20,45197,1105,1205,57,2060,1768,1350,838,41,003,001002
"Census Tract 11.01, Benton County, Oregon",1400000US41003001101,3357,22.1,2746,98,22,450,3,81,6,1385,1255,121,1134,2080,0,0,0,54,77,1949,204200,0,2487,1655,8733,0,10934,1679,1291,49,3180,2651,673,332,41,003,001101
"Census Tract 11.02, Benton County, Oregon",1400000US41003001102,4342,22.9,3702,20,48,392,23,180,14,2279,1886,479,1407,2856,0,0,32,14,178,2632,231100,0,3905,2045,15263,0,19281,2273,1658,27,3879,3360,1675,794,41,003,001102
"Census Tract 101, Benton County, Oregon",1400000US41003010100,8224,46.4,7719,0,0,264,0,173,44,3118,3079,2937,142,317,0,0,0,41,0,276,289300,10,8212,223,35196,172,75375,4020,3920,55,4904,4697,4222,1805,41,003,010100
"Census Tract 102, Benton County, Oregon",1400000US41003010200,4166,46.0,3800,12,75,72,0,108,72,1746,1587,1316,271,729,0,16,10,41,95,567,320900,18,4166,347,32755,40,79071,1944,2043,70,2810,2699,2641,1303,41,003,010200
"Census Tract 103, Benton County, Oregon",1400000US41003010300,3249,51.0,3106,0,18,30,0,18,10,1569,1354,1149,205,427,4,3,24,63,141,192,297400,24,3249,332,32955,50,56667,1708,1430,36,2136,2076,1897,785,41,003,010300
"Census Tract 104, Benton County, Oregon",1400000US41003010400,3819,46.4,3603,0,22,53,0,221,59,1636,1534,1199,335,683,19,0,72,144,147,301,256500,24,3781,532,27791,51,55382,2036,1631,15,2375,2231,2132,477,41,003,010400
"Census Tract 106, Benton County, Oregon",1400000US41003010600,5413,21.2,4366,135,31,489,73,448,151,2132,1908,198,1710,2915,0,4,8,51,179,2673,225900,0,3409,1906,11714,34,15105,2203,2581,166,5142,4550,1080,483,41,003,010600
"Census Tract 107.02, Benton County, Oregon",1400000US41003010702,3382,20.8,2560,149,33,514,9,51,0,1128,885,217,668,1427,0,0,4,62,61,1300,339600,0,2080,998,9869,0,18445,1535,1350,77,2819,2491,587,378,41,003,010702
"Census Tract 108, Benton County, Oregon",1400000US41003010800,3522,32.6,3221,19,0,0,0,618,159,1427,1297,798,499,1280,23,0,20,25,278,934,175400,25,3491,378,23483,33,51005,1798,1362,38,2282,1987,1826,630,41,003,010800
"Census Tract 109, Benton County, Oregon",1400000US41003010900,4480,38.1,3972,81,0,135,0,298,24,1925,1747,1300,447,1018,0,20,0,0,184,814,305800,8,4466,296,36146,106,78920,1658,2454,60,2831,2539,2490,1602,41,003,010900
"Census Tract 201, Clackamas County, Oregon",1400000US41005020100,3863,47.0,3598,23,0,18,0,272,160,1744,1581,1315,266,660,0,0,27,172,31,430,587900,245,3863,271,62392,426,102208,1381,2086,48,2349,2070,2140,1580,41,005,020100
"Census Tract 202, Clackamas County, Oregon",1400000US41005020200,5981,50.1,5405,0,0,472,9,76,27,2931,2735,1866,869,1640,31,0,0,113,273,1223,615100,484,5981,433,55684,415,71201,2066,3258,69,3741,3235,3362,2491,41,005,020200
"Census Tract 203.02, Clackamas County, Oregon",1400000US41005020302,3683,41.0,3170,41,0,308,0,277,33,1679,1562,955,607,1025,0,42,34,57,158,734,424200,10,3673,221,35630,56,67561,1436,1788,45,2524,2136,1983,988,41,005,020302
"Census Tract 203.03, Clackamas County, Oregon",1400000US41005020303,5497,40.0,4950,40,0,331,0,163,12,2792,2519,1401,1118,2051,0,0,0,44,184,1823,434300,0,5486,375,41607,206,74314,1918,2950,59,3410,2830,3088,2188,41,005,020303
"Census Tract 203.04, Clackamas County, Oregon",1400000US41005020304,5633,38.1,4765,53,0,706,0,136,0,2266,2252,1505,747,1477,0,0,0,123,80,1274,535500,45,5627,279,45537,303,88250,2007,2743,48,3711,3179,3421,2275,41,005,020304
"Census Tract 204.01, Clackamas County, Oregon",1400000US41005020401,4911,40.3,4559,8,25,99,14,484,88,2113,2034,1502,532,1165,0,0,24,140,353,648,376600,94,4887,453,37342,190,62897,1903,2568,27,3106,2724,2762,1438,41,005,020401
"Census Tract 204.03, Clackamas County, Oregon",1400000US41005020403,3732,41.3,3485,23,27,69,0,58,0,1331,1290,1199,91,249,0,0,131,0,0,118,694500,282,3731,320,59070,396,137167,1743,1704,48,2286,2000,2019,1498,41,005,020403
"Census Tract 204.04, Clackamas County, Oregon",1400000US41005020404,3243,47.3,3002,21,0,76,0,211,113,1426,1371,1275,96,185,0,0,0,0,0,185,518700,160,3243,29,55537,228,96862,1379,1625,22,1918,1825,1802,1177,41,005,020404
"Census Tract 205.01, Clackamas County, Oregon",1400000US41005020501,7062,40.0,6658,0,3,239,0,238,20,2966,2712,2073,639,1091,0,0,35,18,121,917,515200,192,7000,430,46511,445,97619,2450,4041,87,4423,4008,4121,2643,41,005,020501
"Census Tract 205.03, Clackamas County, Oregon",1400000US41005020503,2204,44.9,2063,26,0,39,0,0,0,1025,916,766,150,308,0,0,0,11,39,258,481700,109,2204,27,69446,192,102102,873,1063,63,1323,1230,1263,981,41,005,020503
"Census Tract 205.04, Clackamas County, Oregon",1400000US41005020504,6073,47.4,5591,53,0,258,51,228,19,2771,2562,2153,409,869,0,0,0,20,129,720,428700,14,6072,169,48196,280,95665,2402,3128,93,4121,3764,3885,2585,41,005,020504
"Census Tract 205.05, Clackamas County, Oregon",1400000US41005020505,2902,51.8,2666,19,7,195,0,3,0,1364,1319,907,412,638,28,0,19,0,180,411,415600,40,2805,270,46553,160,60202,1040,1594,72,1334,1234,1208,805,41,005,020505
"Census Tract 206, Clackamas County, Oregon",1400000US41005020600,8026,42.4,7363,23,19,248,0,284,46,3165,2977,2498,479,952,58,0,0,38,94,762,386800,75,8026,173,41638,251,101705,3457,3624,164,5311,4644,4680,2578,41,005,020600
"Census Tract 207, Clackamas County, Oregon",1400000US41005020700,3568,42.9,3300,0,15,55,0,238,11,1588,1361,1100,261,464,0,0,0,10,132,322,396500,10,3558,150,38519,98,83875,1639,1669,32,2310,2165,1936,860,41,005,020700
"Census Tract 208, Clackamas County, Oregon",1400000US41005020800,4422,38.4,3922,110,11,196,0,152,13,2118,1962,633,1329,2527,0,9,31,100,400,1987,239600,29,4052,750,26543,22,52292,1957,2087,33,3105,2826,2644,701,41,005,020800
"Census Tract 209, Clackamas County, Oregon",1400000US41005020900,3494,40.0,3112,145,29,14,0,129,48,1693,1657,862,795,1486,75,69,0,67,336,939,240000,8,3475,462,23560,0,42080,2071,1178,58,2395,2258,2260,515,41,005,020900
"Census Tract 210, Clackamas County, Oregon",1400000US41005021000,4254,39.3,3743,194,5,106,16,164,48,1909,1837,1273,564,1333,0,0,62,145,276,850,243000,12,4236,363,26745,0,56890,2506,1598,13,2837,2614,2487,731,41,005,021000
"Census Tract 211, Clackamas County, Oregon",1400000US41005021100,5630,39.8,5092,127,0,144,0,75,35,2283,2179,1632,547,1407,0,0,161,73,107,1066,236500,0,5548,528,23443,0,52165,3203,1978,39,3605,3456,3103,588,41,005,021100
"Census Tract 212, Clackamas County, Oregon",1400000US41005021200,4282,44.7,4004,0,0,50,0,671,22,2173,1918,898,1020,1986,15,0,36,148,312,1475,234800,53,4241,1026,26389,52,37601,1917,1882,55,2102,1831,1782,426,41,005,021200
"Census Tract 213, Clackamas County, Oregon",1400000US41005021300,6095,39.9,5361,189,144,47,0,404,54,2492,2370,1637,733,1853,0,0,15,45,306,1487,258000,51,6048,453,29376,81,58878,3359,2486,0,4043,3844,3553,793,41,005,021300
"Census Tract 214, Clackamas County, Oregon",1400000US41005021400,4865,40.6,4412,0,22,52,0,581,162,2107,1977,1306,671,1269,0,0,0,182,259,828,296800,6,4847,462,27958,80,55592,2552,1916,64,3105,2707,2709,593,41,005,021400
"Census Tract 215, Clackamas County, Oregon",1400000US41005021500,4847,44.9,4720,0,7,27,0,6,0,2116,2075,1554,521,962,23,0,0,54,264,621,306100,0,4821,268,32882,58,65987,2952,1630,39,3014,2752,2721,953,41,005,021500
"Census Tract 216.01, Clackamas County, Oregon",1400000US41005021601,5578,33.8,4852,97,12,166,0,700,68,2587,2281,968,1313,3021,0,0,0,334,453,2234,128900,0,5574,865,19142,0,39566,2865,2207,24,3621,3282,3126,330,41,005,021601
"Census Tract 216.02, Clackamas County, Oregon",1400000US41005021602,5545,31.8,4909,24,80,155,116,1267,81,2109,1903,1006,897,2848,0,0,39,159,120,2530,254900,0,5486,985,20437,8,49526,2962,1647,0,3501,2637,2927,458,41,005,021602
"Census Tract 217, Clackamas County, Oregon",1400000US41005021700,6159,43.8,5493,138,58,218,0,799,144,2963,2713,1715,998,2289,0,0,0,102,488,1699,223400,37,6151,653,34219,179,49126,3450,1939,0,3656,3016,3277,835,41,005,021700
"Census Tract 218.01, Clackamas County, Oregon",1400000US41005021801,5231,47.1,4853,3,0,114,0,274,28,2133,2077,1873,204,550,0,0,0,0,154,396,292100,0,5231,213,37925,93,76410,2687,2201,23,3331,3087,3065,910,41,005,021801
"Census Tract 218.02, Clackamas County, Oregon",1400000US41005021802,4052,39.0,3637,41,0,87,127,364,38,2004,1841,964,877,1741,0,0,74,76,209,1382,238700,0,4052,772,24810,0,45223,2000,1681,111,2703,2462,2381,414,41,005,021802
"Census Tract 219, Clackamas County, Oregon",1400000US41005021900,3869,32.7,3539,0,104,11,0,371,0,1492,1492,729,763,1835,0,29,16,76,372,1342,242600,26,3869,755,19829,0,43281,2433,1288,38,2687,2562,2136,321,41,005,021900
"Census Tract 220, Clackamas County, Oregon",1400000US41005022000,6470,43.3,5705,108,11,210,0,496,169,2646,2572,1746,826,2038,0,38,0,167,112,1721,262000,0,6418,1043,26317,17,63520,3531,2569,43,3800,3604,3480,763,41,005,022000
"Census Tract 221.01, Clackamas County, Oregon",1400000US41005022101,6990,42.5,6401,71,39,193,0,656,34,2687,2606,1910,696,1743,0,23,32,0,182,1506,244400,9,6916,1252,24123,36,53082,3816,2634,35,4044,3603,3554,650,41,005,022101
"Census Tract 221.03, Clackamas County, Oregon",1400000US41005022103,6039,33.5,4665,76,152,753,17,623,96,2146,2071,1362,709,1705,0,0,0,22,167,1516,310700,9,5984,219,26099,28,68894,3100,1943,42,3908,3126,3335,1091,41,005,022103
"Census Tract 221.05, Clackamas County, Oregon",1400000US41005022105,6131,40.0,4817,47,0,886,0,346,22,2382,2338,1868,470,1070,0,0,0,98,132,840,330600,0,6131,384,33998,109,75690,3322,1839,96,4004,3237,3487,1297,41,005,022105
"Census Tract 221.07, Clackamas County, Oregon",1400000US41005022107,3428,30.5,2885,229,164,76,0,242,45,1895,1445,419,1026,2330,27,0,0,25,680,1598,283500,0,3428,419,25153,12,47896,1416,1239,30,2192,1586,1894,328,41,005,022107
"Census Tract 221.08, Clackamas County, Oregon",1400000US41005022108,2111,45.5,1897,9,22,26,0,291,94,1357,1195,535,660,934,0,0,0,15,193,726,17500,0,2082,338,23272,0,37181,972,904,7,1382,1187,1213,60,41,005,022108
"Census Tract 222.01, Clackamas County, Oregon",1400000US41005022201,5168,28.8,3918,9,24,180,78,2141,477,2608,2280,477,1803,3662,12,0,0,128,234,3288,170400,12,5102,1313,17659,7,30745,2350,1277,70,3384,1966,2555,467,41,005,022201
"Census Tract 222.05, Clackamas County, Oregon",1400000US41005022205,3060,41.2,2328,31,6,426,0,276,15,1192,1124,870,254,481,0,0,0,23,163,295,363400,0,3059,152,38799,103,92667,1443,1020,10,1999,1420,1797,948,41,005,022205
"Census Tract 222.06, Clackamas County, Oregon",1400000US41005022206,6356,38.6,4954,15,1,962,105,329,64,2375,2289,1580,709,1533,0,0,0,48,29,1456,430400,8,6353,491,35039,160,71152,3043,2255,45,4073,3144,3671,1437,41,005,022206
"Census Tract 222.07, Clackamas County, Oregon",1400000US41005022207,4923,39.1,3879,54,33,742,0,64,0,1744,1552,1515,37,126,0,0,0,0,0,126,410600,88,4923,16,41578,226,108214,2400,1649,27,2994,2257,2729,1204,41,005,022207
"Census Tract 222.08, Clackamas County, Oregon",1400000US41005022208,6316,32.0,5048,81,0,709,0,203,32,1948,1756,1498,258,915,0,0,0,168,0,747,450600,110,6316,277,31537,213,93929,3670,1503,59,3590,2666,3086,1327,41,005,022208
"Census Tract 223.01, Clackamas County, Oregon",1400000US41005022301,4229,39.0,3818,53,32,95,0,103,12,1476,1348,995,353,1027,0,29,31,50,278,639,333900,47,4224,658,27804,36,75288,2595,1269,16,2584,2374,2172,524,41,005,022301
"Census Tract 223.02, Clackamas County, Oregon",1400000US41005022302,5257,43.0,4659,0,0,377,0,90,32,2006,1953,1650,303,1054,0,0,135,10,0,909,301900,94,5242,474,31568,82,67393,3021,1877,11,3376,3029,3056,708,41,005,022302
"Census Tract 224, Clackamas County, Oregon",1400000US41005022400,3630,37.6,3084,19,151,21,10,219,8,1889,1636,769,867,1740,13,0,96,25,226,1380,237900,10,3549,491,24229,16,43964,2042,1535,9,2534,2437,2108,348,41,005,022400
"Census Tract 225, Clackamas County, Oregon",1400000US41005022500,7784,34.4,7186,47,17,150,0,755,174,3189,3057,1649,1408,3269,0,0,69,167,515,2518,240800,13,7720,1144,23981,58,51266,4457,2628,28,5086,4437,4103,694,41,005,022500
"Census Tract 226.02, Clackamas County, Oregon",1400000US41005022602,4034,43.0,3957,0,11,31,9,187,0,1557,1473,1373,100,241,0,0,54,0,23,164,294000,23,4034,220,32163,52,76382,2681,1297,11,2473,2403,2159,602,41,005,022602
"Census Tract 226.03, Clackamas County, Oregon",1400000US41005022603,3071,30.5,2789,0,0,174,0,344,17,1151,1101,794,307,908,0,0,19,24,218,647,303700,0,3071,486,27776,10,70017,1840,952,17,1872,1567,1720,555,41,005,022603
"Census Tract 226.05, Clackamas County, Oregon",1400000US41005022605,7485,37.4,6829,52,8,80,0,441,14,2863,2778,1734,1044,2369,0,0,0,170,649,1550,295600,0,7078,494,24249,25,51108,4293,2811,42,4747,4312,3732,828,41,005,022605
"Census Tract 226.06, Clackamas County, Oregon",1400000US41005022606,4131,37.7,4001,69,0,0,0,126,0,1559,1502,1266,236,766,0,0,63,29,137,537,310800,15,4113,354,28765,24,71596,2563,1473,52,2673,2585,2389,623,41,005,022606
"Census Tract 227.02, Clackamas County, Oregon",1400000US41005022702,6692,43.2,6115,81,33,155,0,179,7,2482,2470,1904,566,844,0,0,0,0,195,649,528500,384,6680,215,63396,443,105769,2799,3603,79,4273,4088,3838,2309,41,005,022702
"Census Tract 227.07, Clackamas County, Oregon",1400000US41005022707,3854,34.1,3525,0,7,86,94,512,76,1586,1496,909,587,1391,0,0,0,174,19,1198,376800,9,3854,752,30421,79,60690,1845,1759,70,2528,2332,2127,1115,41,005,022707
"Census Tract 227.08, Clackamas County, Oregon",1400000US41005022708,4136,38.7,3721,50,143,12,0,718,90,1478,1461,1007,454,853,16,0,0,33,309,495,488100,122,4136,477,33346,141,67098,2006,1513,31,2755,2317,2380,1074,41,005,022708
"Census Tract 227.10, Clackamas County, Oregon",1400000US41005022710,2620,35.7,2054,22,0,195,19,353,161,1243,1162,288,874,1589,0,0,0,32,181,1376,330600,18,2617,365,28101,47,47234,1192,998,0,1720,1400,1391,510,41,005,022710
"Census Tract 228, Clackamas County, Oregon",1400000US41005022800,3920,61.1,3810,0,0,34,37,77,10,2127,1977,1492,485,987,66,0,14,38,174,695,393300,49,3916,212,45134,93,61635,1804,1918,15,1809,1628,1604,643,41,005,022800
"Census Tract 229.01, Clackamas County, Oregon",1400000US41005022901,3332,39.0,3079,9,0,176,15,63,46,1276,1148,959,189,533,0,27,156,11,6,333,371300,13,3332,283,30980,81,68446,1988,1161,59,2030,1884,1775,557,41,005,022901
"Census Tract 229.04, Clackamas County, Oregon",1400000US41005022904,3252,34.5,3047,0,25,0,0,714,111,1245,1180,631,549,1407,0,0,0,124,194,1089,242700,0,3246,204,21339,0,55856,1651,1182,0,2012,1511,1673,358,41,005,022904
"Census Tract 229.05, Clackamas County, Oregon",1400000US41005022905,4109,37.4,3897,0,34,0,0,870,12,1473,1442,1133,309,1281,0,0,15,0,284,982,299500,0,4109,195,30785,76,74717,1957,1405,38,2561,2079,2316,856,41,005,022905
"Census Tract 229.06, Clackamas County, Oregon",1400000US41005022906,2925,42.3,2814,0,0,97,0,267,0,1163,1085,763,322,574,0,0,0,35,26,513,192200,0,2866,415,22222,0,52250,1664,1020,0,1546,1320,1297,172,41,005,022906
"Census Tract 229.07, Clackamas County, Oregon",1400000US41005022907,4370,29.8,3760,0,0,124,19,2003,109,1411,1411,739,672,2336,0,0,54,44,490,1748,266400,0,4242,861,19076,15,51908,2079,1189,27,2540,1663,2182,395,41,005,022907
"Census Tract 230.01, Clackamas County, Oregon",1400000US41005023001,3091,46.8,2973,0,47,0,0,109,42,1268,1215,1145,70,148,0,80,0,0,29,39,328800,0,3083,251,35604,78,80202,1671,1323,17,2077,1977,1855,273,41,005,023001
"Census Tract 230.02, Clackamas County, Oregon",1400000US41005023002,3240,45.6,3154,2,15,0,0,238,5,1398,1294,1140,154,444,0,0,0,273,42,129,304000,0,3139,337,32806,60,69196,2106,971,27,2183,2140,1925,321,41,005,023002
"Census Tract 231, Clackamas County, Oregon",1400000US41005023100,5937,48.5,5738,46,0,55,0,149,0,2366,2263,2051,212,300,0,0,0,129,84,87,425800,91,5862,477,34793,105,77768,3610,1964,70,3806,3535,3407,1096,41,005,023100
"Census Tract 232.01, Clackamas County, Oregon",1400000US41005023201,4323,47.9,4139,0,64,61,0,15,0,1537,1487,1411,76,198,49,29,0,0,21,99,406800,63,4323,259,32829,45,81885,2660,1426,77,2787,2603,2372,582,41,005,023201
"Census Tract 232.02, Clackamas County, Oregon",1400000US41005023202,6208,42.5,5372,116,2,470,2,252,6,2126,2098,1930,168,330,0,0,12,32,161,125,351100,147,6204,200,33336,146,85048,3334,2199,51,3816,3182,3440,875,41,005,023202
"Census Tract 233, Clackamas County, Oregon",1400000US41005023300,4967,45.9,4451,6,16,115,0,322,219,1851,1737,1606,131,445,0,0,23,76,176,170,373700,8,4932,324,29280,56,77380,2729,1776,21,2941,2651,2605,646,41,005,023300
"Census Tract 234.01, Clackamas County, Oregon",1400000US41005023401,4150,46.9,3736,0,28,23,0,515,148,1724,1618,1307,311,833,0,0,7,50,110,666,359200,11,4150,497,39833,109,57254,2279,1506,53,2679,2386,2351,420,41,005,023401
"Census Tract 234.03, Clackamas County, Oregon",1400000US41005023403,4316,34.8,4245,10,1,10,0,106,50,1843,1702,1078,624,1785,0,0,18,85,154,1528,237000,11,4316,199,24472,13,57703,2471,1755,19,2616,2518,2356,314,41,005,023403
"Census Tract 234.04, Clackamas County, Oregon",1400000US41005023404,5506,38.4,5034,0,0,135,23,188,3,2368,2368,1431,937,1802,31,0,91,97,298,1285,231100,0,5506,480,27810,0,57240,2960,2186,92,3270,3080,2985,644,41,005,023404
"Census Tract 235, Clackamas County, Oregon",1400000US41005023500,5811,43.9,5243,10,25,173,0,362,194,2373,2102,1837,265,876,0,0,0,92,319,465,328500,86,5783,465,27688,25,64630,3462,2049,71,3795,3552,3437,770,41,005,023500
"Census Tract 236, Clackamas County, Oregon",1400000US41005023600,4075,45.0,4023,0,13,0,0,107,7,1507,1477,1306,171,464,0,0,55,58,62,289,373200,26,4048,300,30893,46,68949,2225,1566,39,2502,2344,2179,404,41,005,023600
"Census Tract 237, Clackamas County, Oregon",1400000US41005023700,4875,45.0,4723,1,63,16,0,43,0,1763,1682,1523,159,474,0,0,7,22,54,391,410300,63,4824,360,30004,76,73810,3071,1637,31,2915,2838,2623,781,41,005,023700
"Census Tract 238, Clackamas County, Oregon",1400000US41005023800,6605,40.7,6174,11,25,61,0,582,231,2333,2228,1924,304,881,51,0,0,104,151,575,389900,154,6605,743,26265,100,65333,4197,1801,0,3730,2996,3161,815,41,005,023800
"Census Tract 239.01, Clackamas County, Oregon",1400000US41005023901,4859,31.6,4564,235,32,0,0,587,27,1989,1895,1500,395,841,0,0,0,12,60,769,218900,0,4792,641,22940,7,52066,3107,1528,18,2862,2552,2384,306,41,005,023901
"Census Tract 239.02, Clackamas County, Oregon",1400000US41005023902,4618,33.9,4279,0,37,0,0,329,114,1807,1703,1157,546,1628,0,0,0,151,54,1423,246000,19,4595,477,21163,0,49071,2823,1510,19,2830,2552,2489,266,41,005,023902
"Census Tract 240, Clackamas County, Oregon",1400000US41005024000,2957,40.9,2806,0,0,73,0,0,0,1145,1042,748,294,743,0,0,15,0,191,537,311500,21,2957,92,25790,12,65078,1951,838,20,1819,1598,1613,188,41,005,024000
"Census Tract 241, Clackamas County, Oregon",1400000US41005024100,5129,42.3,4860,0,48,0,0,119,84,1828,1661,1387,274,771,0,24,0,237,131,379,339100,54,5119,389,23669,55,57141,3229,1674,45,3272,3126,2755,330,41,005,024100
"Census Tract 242, Clackamas County, Oregon",1400000US41005024200,6245,39.1,5783,118,31,59,0,725,61,2277,2097,1414,683,2006,0,0,6,91,269,1640,259100,0,6229,984,21403,46,51458,3994,1915,24,3897,3589,3324,400,41,005,024200
"Census Tract 243.02, Clackamas County, Oregon",1400000US41005024302,4588,46.1,4222,47,12,65,0,464,75,2168,1717,1432,285,771,0,48,49,101,169,404,338000,54,4542,564,28235,11,76116,2417,1802,30,3045,2804,2796,601,41,005,024302
"Census Tract 243.03, Clackamas County, Oregon",1400000US41005024303,3144,46.8,2944,0,3,13,0,13,0,1832,1390,1177,213,381,0,0,0,0,92,289,246700,0,3121,271,36322,57,66339,1480,1611,0,2201,2175,2109,425,41,005,024303
"Census Tract 243.04, Clackamas County, Oregon",1400000US41005024304,1974,50.1,1936,0,0,0,0,133,31,2260,837,721,116,149,0,0,0,67,82,0,304200,70,1974,141,33285,58,56068,775,1140,28,1322,1280,1234,344,41,005,024304
"Census Tract 244, Clackamas County, Oregon",1400000US41005024400,6461,31.7,5720,67,0,154,0,453,36,2875,2576,1031,1545,3165,0,0,32,27,457,2649,373800,0,6459,368,28338,89,62730,3030,3046,17,4046,3747,3487,1519,41,005,024400
"Census Tract 9800, Clackamas County, Oregon",1400000US41005980000,229,20.8,136,14,10,4,7,79,33,18,18,0,18,38,0,0,0,0,0,38,-666666666,0,215,134,8042,0,-666666666,55,79,7,187,96,59,0,41,005,980000
"Census Tract 9501, Clatsop County, Oregon",1400000US41007950100,3212,33.1,2574,23,9,91,0,764,300,1579,1363,671,692,1862,14,18,94,270,40,1426,264200,10,3168,495,22865,18,40625,1170,1658,0,2006,1674,1559,308,41,007,950100
"Census Tract 9502, Clatsop County, Oregon",1400000US41007950200,3524,46.8,3208,45,16,67,0,51,59,2026,1835,832,1003,1563,0,0,8,29,176,1350,250000,0,3390,433,34448,95,38990,1356,1964,8,2223,2031,2003,601,41,007,950200
"Census Tract 9503, Clatsop County, Oregon",1400000US41007950300,3269,31.3,2620,60,11,26,13,582,286,1443,1284,659,625,1458,0,7,0,47,85,1319,259900,0,2923,778,18377,0,38723,1080,1651,64,2181,1712,1687,393,41,007,950300
"Census Tract 9504, Clatsop County, Oregon",1400000US41007950400,3715,46.6,3534,0,0,10,0,181,7,1685,1560,1350,210,452,0,0,121,17,54,260,244000,0,3693,259,26503,36,47065,2306,1293,41,2524,2380,2137,322,41,007,950400
"Census Tract 9505, Clatsop County, Oregon",1400000US41007950500,4484,36.6,4264,56,16,56,35,101,0,2020,1841,989,852,2050,0,10,0,40,642,1358,208300,0,4429,727,20129,0,36842,2352,1993,15,2642,2533,2388,414,41,007,950500
"Census Tract 9506, Clatsop County, Oregon",1400000US41007950600,2601,44.3,2369,0,5,19,0,183,124,1177,1005,692,313,730,0,0,6,69,94,561,242900,0,2590,302,26868,43,62063,1533,968,0,1565,1473,1392,181,41,007,950600
