NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county
"Lares Municipio, Puerto Rico",0500000US72081,28052,40.4,22103,229,10,32,0,27904,5380,12263,10148,5636,4512,12244,642,851,1378,4316,4494,563,87500,0,0,0,27771,15984,7958,22,12410,0,1003,27000,17124,402,14357,2745,72,081
"Las Marias Municipio, Puerto Rico",0500000US72083,9093,39.2,6680,57,14,0,0,8996,2311,3932,3104,2036,1068,2939,182,169,135,1169,1193,91,75500,0,0,0,9021,5309,6730,0,13132,0,450,8623,5495,269,4556,804,72,083
"Las Piedras Municipio, Puerto Rico",0500000US72085,38466,37.6,24572,11955,0,138,0,38311,1200,15634,12876,9226,3650,10279,406,449,574,3960,4020,870,114100,0,0,0,38416,18254,9906,101,20119,0,1954,36299,23978,786,20369,4225,72,085
"Loiza Municipio, Puerto Rico",0500000US72087,27857,36.5,6595,9956,40,78,0,27797,10885,11588,8810,6404,2406,8051,1051,583,810,1502,3493,612,105500,0,0,27,27816,13785,8694,9,18154,0,661,26683,17410,850,14337,2117,72,087
"Luquillo Municipio, Puerto Rico",0500000US72089,19237,39.6,11206,1656,61,109,0,18933,5930,10529,6691,4645,2046,5604,315,119,687,1206,2881,396,111900,16,0,0,19082,8450,10617,30,19658,0,1498,17283,11401,654,9446,2084,72,089
"Manati Municipio, Puerto Rico",0500000US72091,41468,40.0,35530,1737,38,17,0,40919,3820,18799,15946,11518,4428,11542,185,530,1219,3518,4867,1223,109600,0,0,59,41331,19121,10216,0,18534,0,2742,38557,24585,1148,20548,5604,72,091
"Maricao Municipio, Puerto Rico",0500000US72093,6274,42.0,3706,175,0,0,0,6263,2233,2634,1952,1451,501,1846,88,112,425,442,651,128,94200,0,0,0,6274,4001,5663,0,11909,0,114,6129,3920,94,3263,324,72,093
"Maunabo Municipio, Puerto Rico",0500000US72095,11506,42.6,5135,5544,10,0,0,11363,473,5353,4035,2845,1190,3304,350,134,288,885,1483,164,93900,0,0,0,11484,6431,8552,22,18815,0,704,10735,6897,263,5771,985,72,095
"Mayaguez Municipio, Puerto Rico",0500000US72097,81594,39.0,34603,3017,244,42,6,80866,35524,41274,30099,17648,12451,33326,1638,849,2721,9773,15747,2598,101400,0,10,59,80531,41350,10133,227,15017,0,4008,76275,49279,3639,36408,9461,72,097
"Moca Municipio, Puerto Rico",0500000US72099,38289,37.5,27908,1246,92,24,18,37953,6857,15632,12473,8511,3962,12163,1101,485,1064,3715,4766,1032,96300,0,0,27,38065,21529,7621,8,14157,0,2869,35122,23802,1126,20005,4343,72,099
"Morovis Municipio, Puerto Rico",0500000US72101,32087,36.0,29699,331,35,32,0,32014,1320,11661,9827,7148,2679,8429,326,418,1119,1857,3969,740,99400,0,0,16,32011,16601,8294,5,17649,0,1813,30071,20090,850,16602,3376,72,101
"Naguabo Municipio, Puerto Rico",0500000US72103,26722,36.6,17108,1321,0,291,0,26611,7728,11555,8586,6825,1761,4795,36,185,180,1291,2781,322,94600,17,0,0,26690,13311,9809,35,18973,0,557,25880,16042,225,13372,2977,72,103
"Naranjito Municipio, Puerto Rico",0500000US72105,29467,37.7,21563,1842,11,11,0,29383,1437,10605,8645,6735,1910,7288,979,228,1060,2037,2646,338,100700,0,0,0,29319,14032,9886,56,18828,0,869,28426,18240,630,15134,2777,72,105
"Orocovis Municipio, Puerto Rico",0500000US72107,22258,37.2,18931,480,0,0,0,22212,1960,8514,6858,4749,2109,6456,329,225,593,2086,2482,741,98400,0,0,8,22136,12776,7187,0,14662,0,865,21239,13831,519,11310,2079,72,107
"Patillas Municipio, Puerto Rico",0500000US72109,18135,42.7,9237,7449,146,0,12,18088,1242,8943,6458,4617,1841,4785,400,422,353,1415,1791,404,94000,0,0,25,18135,10279,8127,0,13975,0,1412,16585,11029,263,9220,1716,72,109
"Pe?uelas Municipio, Puerto Rico",0500000US72111,22231,35.7,18642,713,28,35,0,22153,2464,8828,7398,5649,1749,5279,476,277,719,1862,1817,128,77500,0,0,11,22095,12748,7581,7,16764,0,947,21170,13578,639,11217,2429,72,111
"Ponce Municipio, Puerto Rico",0500000US72113,152594,38.9,120260,7851,193,178,0,151338,7917,66906,54722,35448,19274,50938,2815,2425,4397,15867,22159,3275,99900,66,9,99,149486,76635,10587,500,16561,0,7530,143195,90784,5851,74582,21977,72,113
"Quebradillas Municipio, Puerto Rico",0500000US72115,24904,39.3,19028,1241,63,28,0,24657,4333,10348,8773,5287,3486,9357,1292,631,787,3127,3142,378,108900,33,0,14,24795,13897,8499,12,15641,0,1937,22778,15149,328,12684,2472,72,115
"Rincon Municipio, Puerto Rico",0500000US72117,14700,43.7,8561,205,0,27,0,13282,327,9462,5210,4073,1137,3099,188,229,148,1451,900,183,127500,12,0,0,14680,7068,9445,29,17784,0,1373,13151,8638,419,7463,1749,72,117
"Rio Grande Municipio, Puerto Rico",0500000US72119,52479,39.6,27604,6941,76,180,0,52199,16202,23191,16292,12587,3705,11367,803,376,766,2881,5952,589,116800,5,0,9,51627,19400,10648,9,22990,0,3390,48353,32223,1746,26819,6224,72,119
"Sabana Grande Municipio, Puerto Rico",0500000US72121,24013,40.6,19023,611,73,0,0,23840,3771,10806,7413,5624,1789,6562,519,256,1289,2654,1423,421,98100,0,0,0,23903,11762,8638,7,14877,0,595,23274,14007,971,11690,2721,72,121
"Salinas Municipio, Puerto Rico",0500000US72123,29722,37.3,17140,5897,61,129,0,29507,6066,13873,10809,8848,1961,5379,65,57,458,1358,3005,436,86400,0,0,48,29494,15702,8535,0,16540,0,1782,27713,17652,761,14622,2847,72,123
"San German Municipio, Puerto Rico",0500000US72125,33546,42.2,24897,728,22,0,0,33404,7571,15652,12263,8805,3458,9383,635,272,587,2991,4392,506,101600,0,0,76,32873,16865,9445,46,14988,0,2408,30809,19451,970,15878,4137,72,125
"San Juan Municipio, Puerto Rico",0500000US72127,363744,41.0,254499,47193,1847,2103,33,357016,36438,192766,147790,78148,69642,162803,10625,8176,15297,48881,69703,10121,161100,694,189,451,358543,151520,17348,2817,21395,0,14643,306431,220089,15771,184362,69376,72,127
"San Lorenzo Municipio, Puerto Rico",0500000US72129,39283,39.5,33426,2587,46,24,0,39220,616,16434,13716,9910,3806,10618,942,704,1387,2511,4160,914,116900,8,0,18,39113,18300,10671,75,16916,0,2213,36732,24655,910,20755,4849,72,129
