NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county
"Nassau County, Florida",0500000US12089,77187,44.6,69760,4948,276,686,5,2922,544,36152,29214,22238,6976,17690,242,21,357,3217,11773,2080,192600,245,108,117,76318,9702,31141,1320,59196,35454,38240,979,46021,44086,40415,9118,12,089
"Okaloosa County, Florida",0500000US12091,195798,36.8,154416,18821,1097,5735,334,16347,6733,94851,76140,48190,27950,68856,411,533,2082,13804,44530,7496,191800,391,97,187,190091,22821,29603,2882,57655,59241,116239,7493,122781,108530,103545,30645,12,091
"Okeechobee County, Florida",0500000US12093,39420,40.2,34256,3470,348,408,31,9890,523,18234,12850,9104,3746,10913,66,356,441,2800,6371,879,90800,21,0,0,36016,9105,17173,173,36415,20738,13704,212,23442,17228,19978,2146,12,093
"Orange County, Florida",0500000US12095,1256055,34.5,807479,263131,2311,64845,578,368503,76386,508562,444852,241420,203432,542916,1167,3625,9191,85343,374914,68676,173700,2420,869,1120,1223236,212105,26210,19392,49391,446706,446393,109769,835260,534760,690335,229248,12,095
"Osceola County, Florida",0500000US12097,311962,35.8,234781,35421,1116,8209,355,156730,20884,135085,93324,56161,37163,129758,327,581,1951,20401,93125,13373,146500,107,24,101,309282,60243,19482,1696,45536,74363,119976,57828,194279,95189,164068,32254,12,097
"Palm Beach County, Florida",0500000US12099,1398757,44.3,1042509,255606,2087,35653,539,289651,32010,674975,538549,369536,169013,460276,1774,4255,11390,91871,301498,49488,222700,5747,2440,6319,1380170,191207,34846,38961,55277,421237,609708,34788,805959,531194,695313,235617,12,099
"Pasco County, Florida",0500000US12101,488310,44.6,431979,25064,1731,11622,291,65569,5412,232977,189292,137860,51432,138125,290,817,2231,25602,93582,15603,122100,314,209,221,480261,65101,25225,4878,46010,161061,269069,13063,278850,234172,243861,60034,12,101
"Pinellas County, Florida",0500000US12103,939548,47.4,774949,96224,2780,30112,768,83145,10211,504477,405788,262145,143643,325580,1840,3554,7826,65316,213923,33121,157500,2096,672,1065,924925,130727,31035,16552,47090,301584,510630,19618,563704,480545,496400,151849,12,103
"Polk County, Florida",0500000US12105,637691,40.4,500894,96445,1767,10860,285,125841,11232,283333,223060,151691,71369,217653,1247,1593,4978,41090,147767,20978,110400,411,116,252,623485,110225,21669,4613,44146,281917,260379,32453,368796,286932,313122,62264,12,105
"Putnam County, Florida",0500000US12107,72304,44.5,56974,12006,183,424,29,6901,1589,36681,27306,19905,7401,20934,162,237,722,6663,11720,1430,84100,122,0,67,70824,19120,18561,353,33003,42009,26128,1115,41242,37548,35673,4381,12,107
"St. Johns County, Florida",0500000US12109,218362,42.9,194915,11370,544,5323,203,13384,1182,97065,81308,61866,19442,51906,255,141,622,7416,36754,6718,259900,1148,327,518,215608,19372,38362,7948,69523,76941,122384,4000,130755,118454,114259,49795,12,109
"St. Lucie County, Florida",0500000US12111,293136,44.3,216152,57196,814,5334,64,51763,7046,137649,108796,78137,30659,88315,320,528,1475,20588,56880,8524,137700,243,14,168,290330,51945,24104,3028,44140,101436,137730,6691,165918,126493,143493,27040,12,111
"Santa Rosa County, Florida",0500000US12113,163903,39.5,140972,9412,817,3063,266,8379,1914,67603,59455,43447,16008,43932,489,191,529,6370,29776,6577,165500,199,62,52,157279,19331,28219,2269,60652,63441,89151,3979,103311,96570,89217,24539,12,113
"Sarasota County, Florida",0500000US12115,398011,54.5,363082,18087,1057,6047,39,34234,3129,231587,175576,128489,47087,108908,372,923,2180,22000,71142,12291,196800,1959,771,1579,392290,43281,35210,9477,52796,92081,251019,6173,203212,173135,179233,53764,12,115
"Seminole County, Florida",0500000US12117,442905,39.2,350590,50282,725,18297,324,85292,9267,185436,156216,103585,52631,142439,494,1070,2076,21861,95704,21234,188400,496,278,352,439311,53025,30097,8408,58538,167588,197214,23424,284104,223047,243926,92117,12,117
"Sumter County, Florida",0500000US12119,113589,66.0,100709,9417,354,397,49,6357,1098,63694,49362,44521,4841,11440,189,126,391,2355,7025,1354,227000,33,88,133,104106,10343,31591,1512,52594,25099,80463,2154,44725,40146,40884,8995,12,119
"Suwannee County, Florida",0500000US12121,43653,41.9,36214,6051,156,122,29,3818,422,18859,15315,10659,4656,13531,0,379,125,3692,8531,804,88700,79,27,34,41932,9536,19322,260,37796,27625,13025,517,25538,22938,22060,2496,12,121
"Taylor County, Florida",0500000US12123,22582,41.3,16837,4875,210,108,32,777,194,10885,7544,5807,1737,4149,28,168,110,1817,1818,208,83200,0,17,0,18580,2746,16081,49,36195,14768,6827,344,14221,13312,12311,1337,12,123
"Union County, Florida",0500000US12125,15159,39.7,11232,3379,64,72,9,821,199,4462,3892,2617,1275,3247,24,12,149,781,1796,485,89100,0,0,0,9967,2232,12943,36,37778,10166,4367,188,10331,9661,9105,681,12,125
"Volusia County, Florida",0500000US12127,510806,46.5,425913,53908,1829,8753,214,62994,9896,256164,205310,142935,62375,156733,429,1307,5090,29436,103679,16792,139000,607,199,390,500851,83660,24834,4756,42240,181435,273041,18768,300136,256901,256176,56952,12,127
"Wakulla County, Florida",0500000US12129,31314,40.2,25709,4751,183,128,0,1152,144,12871,10726,8110,2616,7380,14,140,54,1444,5433,295,131500,14,0,0,27759,3970,22129,179,54078,19480,10940,277,20709,19083,18284,3188,12,129
"Walton County, Florida",0500000US12131,61528,43.4,53493,3067,410,737,98,3623,1964,47821,24329,17335,6994,18035,62,32,586,4504,10524,2327,183400,366,181,157,59405,10357,28475,1271,46910,24860,31955,1169,37383,33938,33219,8265,12,131
"Washington County, Florida",0500000US12133,24627,42.0,19719,3873,300,34,86,847,89,10676,8370,6531,1839,5291,77,168,89,1293,2741,923,93700,13,8,7,22100,4532,18239,109,38330,14812,8821,325,15395,14639,13309,1483,12,133
"Appling County, Georgia",0500000US13001,18410,38.8,14194,3357,89,149,0,1722,416,8408,6711,4771,1940,5361,232,39,376,1394,3167,153,72100,13,10,0,17900,3694,19607,71,37388,14265,3268,71,10887,9793,9468,1155,13,001
"Atkinson County, Georgia",0500000US13003,8268,35.3,5910,1496,58,0,0,2046,740,3446,2717,1955,762,2117,49,0,192,729,882,265,62900,72,0,0,8236,2270,19002,44,31296,5834,1342,12,4956,3749,4263,295,13,003
"Bacon County, Georgia",0500000US13005,11251,36.9,8860,1735,0,42,35,926,391,4743,3871,2657,1214,3430,59,40,208,1018,1784,321,64100,0,0,0,10651,1949,18299,26,37303,8632,2057,35,6735,6123,5698,789,13,005
"Baker County, Georgia",0500000US13007,3250,45.9,1782,1347,11,27,16,215,57,1757,1328,978,350,1000,14,24,142,335,427,58,90700,0,0,0,3250,509,23001,13,45903,2723,344,19,2047,1898,1756,191,13,007
"Baldwin County, Georgia",0500000US13009,45808,34.3,24874,19087,111,702,61,995,400,20206,15880,8551,7329,18970,136,290,530,4053,11516,2445,103700,22,0,0,42091,12503,19147,176,34595,36688,7651,300,30610,29309,21561,4061,13,009
"Banks County, Georgia",0500000US13011,18336,40.9,17147,449,59,234,0,1164,163,7548,6483,4896,1587,4547,71,85,269,1132,2854,136,120800,30,0,0,18281,2837,18890,52,40721,13386,3994,67,11036,10400,9547,1130,13,011
"Barrow County, Georgia",0500000US13013,73340,35.0,58575,8266,225,2558,0,7043,2053,26902,24000,17461,6539,21889,34,73,763,4246,14230,2543,123200,38,26,28,72897,10548,21978,368,53133,45165,22314,796,45238,39594,39336,6915,13,013
"Bartow County, Georgia",0500000US13015,101942,37.4,85010,11163,536,848,0,8153,3187,39935,36490,23472,13018,35949,161,241,776,7961,21256,5554,128200,47,0,27,100959,14899,23376,690,50565,65893,30442,837,63156,58206,54328,10611,13,015
"Ben Hill County, Georgia",0500000US13017,17405,39.1,10427,6269,0,17,5,1054,410,7896,6452,3935,2517,6241,74,28,204,1740,3495,700,81100,15,0,0,16989,5948,15311,27,29510,13410,3537,43,10229,9638,8745,946,13,017
"Berrien County, Georgia",0500000US13019,18986,39.2,16000,2123,93,170,0,922,190,8641,7108,5058,2050,5565,46,114,89,1161,2997,1158,82300,3,0,0,18808,4811,17007,6,35740,13790,4513,88,11296,10589,9741,1172,13,019
"Bibb County, Georgia",0500000US13021,154194,35.8,64747,83092,196,2846,71,4796,837,70178,57269,30028,27241,68742,1041,1120,1766,15750,41651,7414,117000,61,8,9,147779,41075,22175,1693,37108,117515,30016,1097,93964,89155,77932,19908,13,021
"Bleckley County, Georgia",0500000US13023,12835,37.2,8914,3563,9,16,0,333,162,5282,4081,2970,1111,2965,125,0,81,721,1739,299,99800,0,0,0,11265,2593,19511,41,37060,10408,2198,56,7801,7677,5766,1143,13,023
"Brantley County, Georgia",0500000US13025,18403,39.9,17390,526,11,232,36,392,13,7924,6423,5098,1325,3695,99,79,157,860,2319,181,65600,0,0,14,18162,3846,17320,46,36837,12781,5284,182,11064,10743,9524,928,13,025
"Brooks County, Georgia",0500000US13027,15645,42.6,9355,5611,14,129,8,878,371,7657,6482,4698,1784,4359,155,68,390,1349,1859,538,91400,10,0,25,15458,3819,19665,71,34547,10822,4231,52,9350,8687,7920,940,13,027
"Bryan County, Georgia",0500000US13029,34104,34.9,26736,5183,191,615,0,2198,351,12994,11788,8181,3607,10543,13,45,99,1873,6869,1644,202000,38,36,0,33977,4509,29056,459,65862,17675,14120,762,20773,19035,18096,6370,13,029
"Bulloch County, Georgia",0500000US13031,73141,27.4,48299,20862,202,1086,23,2658,1031,29892,26210,13204,13006,32144,356,214,419,5177,21563,4415,131600,38,8,0,66315,20922,19544,539,37125,51277,18546,777,51202,48676,32240,9596,13,031
"Burke County, Georgia",0500000US13033,22838,37.1,10961,11238,8,60,0,680,429,9824,8082,5716,2366,6594,118,136,305,2033,3616,386,79800,17,0,9,22502,6862,18667,120,34589,17902,4229,238,13609,13060,11504,1186,13,033
"Butts County, Georgia",0500000US13035,23479,38.5,16273,6645,14,134,18,724,206,9288,7737,5535,2202,5795,53,181,330,920,3604,707,117000,37,0,28,20726,4255,19529,110,40753,18157,4356,265,15062,14457,12913,1376,13,035
"Calhoun County, Georgia",0500000US13037,6443,38.4,2192,3864,1,51,0,296,204,2374,1852,1214,638,1427,28,22,27,468,839,43,55600,0,0,0,4552,1489,16778,55,28200,4939,1230,3,4418,4054,3944,418,13,037
"Camden County, Georgia",0500000US13039,52092,31.5,38815,9496,286,686,57,3185,683,21415,18658,10846,7812,22087,0,103,429,3611,15022,2922,151700,43,0,6,50293,7029,24368,420,53327,18058,30986,1098,33210,30674,26122,5901,13,039
"Candler County, Georgia",0500000US13043,10962,37.6,7408,2631,66,257,0,1212,501,4693,4026,2489,1537,4026,120,40,178,912,2654,122,89900,51,0,8,10614,3155,17750,82,33379,8306,2051,64,6395,5748,5433,699,13,043
"Carroll County, Georgia",0500000US13045,113756,34.1,85742,20904,326,972,81,7465,3119,44691,40287,25716,14571,38756,235,475,782,7741,24806,4717,113700,45,30,35,109827,21157,22002,909,45486,78240,30270,1031,71853,66738,56771,10642,13,045
"Catoosa County, Georgia",0500000US13047,65645,39.3,61190,1684,123,952,16,1768,492,26826,24099,17806,6293,16031,140,14,304,4589,9199,1785,135300,0,12,0,64991,7700,23834,430,52265,21766,41837,460,39738,37833,34321,7072,13,047
"Charlton County, Georgia",0500000US13049,12968,41.4,8691,3433,115,48,0,1140,388,4425,3474,2588,886,2922,106,0,24,739,1260,793,80400,0,0,0,11757,2420,18693,14,43871,6619,4942,242,8790,7681,7464,645,13,049
"Chatham County, Georgia",0500000US13051,282613,34.6,150695,112500,740,7270,293,17095,3927,122702,106749,57385,49364,121161,1298,699,3541,20672,78397,16554,174500,528,233,259,269919,48550,27204,4691,49596,159481,100987,4683,181657,162063,147809,48229,13,051
"Chattahoochee County, Georgia",0500000US13053,11882,23.1,8309,2193,94,381,25,1761,338,3342,2578,780,1798,6138,18,0,44,375,4622,1079,66400,0,0,9,8210,1174,19708,21,43929,2752,7700,545,8681,7349,4632,1506,13,053
"Chattooga County, Georgia",0500000US13055,25046,40.3,21724,2686,27,153,18,1157,206,10891,9361,6240,3121,7709,130,100,299,2233,4190,757,67300,0,7,0,23131,5182,17381,94,35245,19124,5051,99,15448,14718,13223,1142,13,055
"Cherokee County, Georgia",0500000US13057,230629,37.7,200053,14934,558,4006,12,22809,6352,85926,80378,62095,18283,52174,78,308,1185,9147,35975,5481,204400,337,63,119,228531,22891,32002,5089,72586,108324,99345,2484,143123,125503,124648,46138,13,057
"Clarke County, Georgia",0500000US13059,122037,26.8,77967,33245,254,5334,41,12838,2887,51868,44901,17301,27600,67677,161,530,1450,10503,44805,10228,152300,29,27,34,111731,39327,20195,1272,33116,71903,36537,1317,89071,75851,54560,22521,13,059
"Clay County, Georgia",0500000US13061,3068,44.1,900,1912,0,0,0,155,12,1903,1160,743,417,978,16,32,122,145,627,36,71400,0,0,0,3012,1199,13533,0,22120,2006,978,3,1580,1470,1351,82,13,061
"Clayton County, Georgia",0500000US13063,270269,32.4,52955,184017,607,14025,22,35506,12513,104699,90182,45993,44189,130675,209,1048,2741,22136,87567,16974,86700,66,7,16,264924,64326,18728,964,42470,139439,88260,4224,171662,137870,143310,28271,13,063
"Clinch County, Georgia",0500000US13065,6814,37.2,4570,1826,42,37,0,306,231,2966,2524,1797,727,1951,57,26,62,676,1003,127,65400,0,0,0,6708,2368,16912,23,24848,5421,1191,6,3931,3696,3391,560,13,065
"Cobb County, Georgia",0500000US13067,728388,36.2,441994,194744,1494,36668,439,91921,33979,293084,271975,173718,98257,248738,548,885,3916,39610,176073,27706,205600,1215,482,316,717350,83479,34891,22064,68818,278323,324357,11502,471653,366612,404378,189362,13,067
"Coffee County, Georgia",0500000US13069,43042,35.6,28964,12104,49,342,0,4753,1240,16909,14110,9308,4802,13443,201,323,544,2917,7372,2086,84400,28,29,20,39265,9618,18060,297,34536,33485,6893,137,26909,23981,22194,2966,13,069
"Colquitt County, Georgia",0500000US13071,46002,35.8,30679,10244,181,383,12,8535,3594,18289,15380,9513,5867,16897,91,266,732,2852,10052,2904,82600,27,0,30,45234,11305,17477,149,33968,33282,7553,291,27223,22183,22943,2968,13,071
"Columbia County, Georgia",0500000US13073,139904,36.5,105145,23253,502,5595,0,8455,1368,53438,45623,35559,10064,30208,227,99,322,6809,18844,3907,176400,56,0,66,139315,13225,31004,2777,71962,66166,60428,3559,87052,77868,75195,27771,13,073
"Cook County, Georgia",0500000US13075,17103,36.5,11852,4790,73,26,0,997,261,7239,5979,4114,1865,5788,44,88,87,1249,3660,660,80000,19,0,0,16887,4429,17564,99,35199,13195,3292,169,10025,9437,8599,1309,13,075
"Coweta County, Georgia",0500000US13077,135625,37.9,103978,23913,169,2225,36,8992,1900,52005,49457,35914,13543,36804,405,223,1298,9828,20441,4609,182300,19,65,126,134707,16138,29769,1981,65244,79172,47118,1609,83654,76339,72490,21323,13,077
"Crawford County, Georgia",0500000US13079,12483,43.7,9250,2870,28,97,0,99,22,5262,4643,3620,1023,2616,28,71,47,1036,1322,112,89900,0,0,0,12279,2343,22183,73,40459,9457,2659,184,7715,7539,6869,953,13,079
"Crisp County, Georgia",0500000US13081,23061,38.4,12384,9935,15,295,63,749,72,10715,8509,4876,3633,10385,742,124,437,1990,6779,313,91000,14,10,0,22587,7439,19943,164,31672,19278,3153,19,13796,13152,11619,1765,13,081
"Dade County, Georgia",0500000US13083,16356,40.3,15568,105,45,245,95,349,75,7272,6057,4612,1445,3341,15,37,216,922,1807,344,119200,12,0,30,15063,2502,21997,101,43463,5322,10536,127,10424,10120,8389,1218,13,083
"Dawson County, Georgia",0500000US13085,22939,42.8,21843,159,37,81,0,904,387,10645,8522,6602,1920,5779,11,15,5,1972,3436,340,196400,43,163,78,22555,3028,29958,545,59265,13879,8077,199,13860,13142,12090,3276,13,085
"Decatur County, Georgia",0500000US13087,27237,37.8,14349,11423,77,124,0,1533,1073,12120,10438,6257,4181,10722,143,286,314,2458,6162,1359,111100,12,10,0,26005,6885,18972,197,33514,20018,6341,106,16247,15763,13761,2156,13,087
"DeKalb County, Georgia",0500000US13089,723902,35.2,252162,392967,3319,43017,55,63173,15915,307255,270903,146154,124749,325540,1805,2264,6545,57245,215324,42357,168100,886,181,324,709879,134830,30517,17524,52623,328722,266971,10378,476964,384572,410812,176124,13,089
"Dodge County, Georgia",0500000US13091,20995,40.4,14019,5851,3,118,0,731,338,9743,7987,5118,2869,6464,285,297,524,1314,3573,471,68900,0,0,0,18992,4219,18481,62,35544,17567,2894,137,13432,12914,11359,1563,13,091
"Dooly County, Georgia",0500000US13093,14089,42.3,6224,6915,2,14,0,1024,675,6228,5140,3296,1844,4194,247,64,380,1221,1955,327,83600,10,0,0,12422,3013,16109,8,33319,12017,1495,15,9122,8435,7754,910,13,093
"Dougherty County, Georgia",0500000US13095,92326,34.6,25715,63267,134,777,21,2347,898,40713,35156,16090,19066,48234,445,381,2486,12481,27668,4773,100500,34,17,8,88450,26982,20403,739,33605,71651,17944,555,56777,54636,45712,9050,13,095
"Douglas County, Georgia",0500000US13097,138283,36.1,68460,60118,250,2273,0,12445,4376,51891,47534,31228,16306,44536,95,349,1219,6292,30527,6054,127400,46,36,21,136800,20805,24471,1102,57384,72456,52730,1508,86740,76269,74128,20930,13,097
"Early County, Georgia",0500000US13099,10480,40.3,4915,5289,3,67,0,216,165,4924,4023,2596,1427,4070,170,46,93,1230,2168,363,82100,4,0,0,10300,3216,17338,31,28599,7937,2369,17,5938,5868,5071,736,13,099
"Echols County, Georgia",0500000US13101,4025,37.1,3119,82,55,0,0,1196,636,1663,1423,864,559,1600,7,98,49,397,1001,48,55600,0,0,0,4018,1214,17989,2,35354,2509,833,87,2462,1670,2107,172,13,101
"Effingham County, Georgia",0500000US13103,55852,36.1,46166,7316,44,510,71,2056,489,20732,18695,14404,4291,12576,137,131,219,3075,7567,1447,152300,48,0,21,55227,5985,25553,497,62820,35119,18331,888,34815,33142,29992,5793,13,103
"Elbert County, Georgia",0500000US13105,19394,42.1,12933,5885,0,65,0,1052,441,9509,7611,5329,2282,5351,142,289,209,1900,2489,322,83700,16,34,12,19075,3768,21039,157,35739,15243,3672,44,11439,10740,9802,1134,13,105
"Emanuel County, Georgia",0500000US13107,22723,36.9,13871,7730,7,77,0,1015,622,9869,8227,5462,2765,7607,59,240,286,2218,4275,529,72300,30,0,1,21923,6465,16681,81,31522,19451,2994,56,13494,12841,11285,1372,13,107
"Evans County, Georgia",0500000US13109,10733,37.1,6388,3163,1,80,0,1250,978,4627,3950,2549,1401,3809,29,206,178,947,2223,226,86700,13,0,0,10221,2673,20710,104,40594,7930,2288,70,6231,5590,5447,860,13,109
"Fannin County, Georgia",0500000US13111,24017,50.3,23336,47,74,148,24,483,18,16592,9927,7675,2252,5408,115,75,163,1097,3321,637,169800,82,0,33,23673,4262,22425,119,39011,12435,10971,162,13619,13063,12077,2028,13,111
"Fayette County, Georgia",0500000US13113,109495,43.5,76936,22916,368,4745,85,7653,1655,41391,38933,31416,7517,19517,324,84,444,3681,12566,2418,240200,117,27,53,108826,7774,38493,4026,81689,47033,50635,1723,65644,57297,56043,27609,13,113
"Floyd County, Georgia",0500000US13115,96199,38.3,73768,13982,190,1319,0,9910,5192,40446,35114,21035,14079,35921,288,390,1327,7119,22500,4297,119600,13,0,0,92094,18192,22284,767,42955,67803,21254,627,58508,52578,48618,9983,13,115
"Forsyth County, Georgia",0500000US13117,203841,38.1,171379,5984,393,19123,29,19121,2886,71466,66500,56003,10497,32226,20,109,767,5456,22322,3552,281400,309,110,99,202958,13024,37686,8357,91842,82636,88341,2817,122309,96784,108534,55932,13,117
"Franklin County, Georgia",0500000US13119,22188,40.7,19082,2099,8,152,0,956,573,10464,8260,5588,2672,7188,205,35,538,1732,4126,552,99100,35,0,24,21496,5426,18642,89,37298,15976,5424,83,13042,12236,10906,1410,13,119
"Fulton County, Georgia",0500000US13121,996757,35.0,450929,439282,4072,64202,396,73953,14135,449933,385103,197281,187822,438920,2874,2716,8261,86672,289626,48771,252700,5201,2104,1761,965446,163674,39101,41923,58851,452447,406911,12599,664557,549877,559864,288967,13,121
"Gilmer County, Georgia",0500000US13123,28956,46.1,26184,248,710,194,0,3169,1248,16660,11131,8366,2765,7866,96,37,264,1340,4855,1274,152200,11,0,25,28572,5556,22893,245,43775,16679,10074,201,16705,14710,14541,2431,13,123
"Glascock County, Georgia",0500000US13125,3053,40.6,2701,207,15,0,0,47,9,1508,1105,844,261,602,9,17,26,210,292,48,68900,0,0,0,2962,450,19037,5,43884,2647,374,12,1783,1749,1552,125,13,125
"Glynn County, Georgia",0500000US13127,82623,40.6,55315,21014,323,940,109,5427,2329,41748,32623,19760,12863,31415,273,155,1230,6120,20274,3363,161800,236,50,236,81134,15177,27819,1378,46475,49020,27987,1084,49061,44786,42277,11384,13,127
"Gordon County, Georgia",0500000US13129,56079,37.0,50346,2336,537,606,13,8409,1442,22255,19779,12582,7197,21682,128,231,437,5420,13617,1849,112300,7,27,0,55287,11388,20009,349,41390,37251,13087,216,34302,28977,29662,3935,13,129
"Grady County, Georgia",0500000US13131,25145,39.8,16546,7214,111,137,49,2678,730,10668,9165,5434,3731,11550,200,236,1102,2616,6839,557,108200,15,0,9,24774,7337,17764,107,35518,17102,6462,149,14704,13223,12664,1706,13,131
"Greene County, Georgia",0500000US13133,16535,48.3,9882,5990,6,134,0,1020,374,9050,6673,4849,1824,4967,46,27,532,1223,2444,695,182800,269,69,112,16381,3983,31485,419,44299,11014,4643,60,9031,8324,7959,1527,13,133
"Gwinnett County, Georgia",0500000US13135,874242,34.8,451951,228057,2909,97394,361,179634,70576,298844,278996,184363,94633,289625,316,1518,4231,58112,192394,33054,173000,363,162,304,867945,112999,26749,14318,61865,315856,326289,15970,555117,354984,476173,170958,13,135
"Habersham County, Georgia",0500000US13137,43724,39.5,38118,1433,40,1058,63,6013,2247,18109,14856,11036,3820,10735,158,195,163,3079,6382,758,130600,59,0,8,40766,7471,19171,251,41600,28745,10746,385,25942,21606,21595,4043,13,137
"Hall County, Georgia",0500000US13139,190482,35.8,158201,14240,425,3366,27,52154,10605,69701,62327,41012,21315,67293,501,914,2310,17489,40766,5313,164500,315,101,68,188250,33350,24099,2348,51902,105438,51464,2069,113964,80916,96519,20926,13,139
"Hancock County, Georgia",0500000US13141,8747,44.1,2128,6420,0,56,0,169,128,5283,2813,2164,649,1965,107,142,273,488,887,68,67700,0,0,0,6732,2111,13898,21,26386,7194,1209,111,5729,5459,4833,437,13,141
"Haralson County, Georgia",0500000US13143,28667,40.8,26354,1362,84,234,0,420,239,12243,10886,7585,3301,8373,219,190,380,2076,4417,1091,106600,9,0,0,28205,5721,21838,125,42281,21677,6505,87,17101,16693,14754,2149,13,143
"Harris County, Georgia",0500000US13145,32992,42.8,26115,5206,49,338,0,1036,197,13684,11699,9776,1923,5342,113,419,233,1264,3005,308,200200,43,2,0,32488,2722,30703,603,65336,20268,11271,753,20277,19318,17604,4836,13,145
"Hart County, Georgia",0500000US13147,25518,43.1,19731,4862,12,255,5,919,469,12948,10016,7262,2754,7258,63,157,193,1635,4759,451,122200,35,59,7,24637,5228,20866,166,37983,16022,8757,75,14895,14244,12739,1629,13,147
"Heard County, Georgia",0500000US13149,11571,41.5,9899,1215,5,53,0,71,1,5105,4364,3093,1271,3242,131,14,81,673,1973,370,94200,0,0,10,11329,1930,20494,12,44185,8795,2644,57,7070,7007,6073,699,13,149
"Henry County, Georgia",0500000US13151,214171,36.5,110858,86207,98,6913,30,13492,3144,77863,71000,51522,19478,59465,147,157,750,8478,41313,8620,146100,95,56,28,212389,25657,25727,2386,62561,115854,78082,4293,134006,119202,113978,33787,13,151
"Houston County, Georgia",0500000US13153,149137,35.0,92425,44074,517,4263,80,9613,2829,60547,54188,35295,18893,52409,102,567,1554,10262,32849,7075,136000,60,19,26,147112,26411,25289,1541,55480,83498,53872,3527,92983,84332,78741,19655,13,153
"Irwin County, Georgia",0500000US13155,9365,38.6,6458,2616,0,8,0,107,14,4011,3279,2383,896,2336,55,63,118,906,1029,165,81800,0,0,0,8908,2217,18514,143,29846,7872,1408,33,5599,5503,4728,550,13,155
"Jackson County, Georgia",0500000US13157,62131,38.5,54589,4335,135,1121,21,4319,950,23866,21115,16010,5105,14727,129,142,602,3246,9903,705,155900,20,4,16,61590,8330,23982,570,54246,42925,15871,431,37798,34394,32971,6816,13,157
"Jasper County, Georgia",0500000US13159,13571,40.9,10258,2779,14,75,0,523,207,6236,5154,3764,1390,3633,104,204,170,965,1992,198,115000,0,0,0,13383,2685,20685,52,41434,10091,3119,9,8194,7900,7131,685,13,159
"Jeff Davis County, Georgia",0500000US13161,14953,35.8,11663,2463,10,0,0,1708,650,6413,5216,3848,1368,4255,86,91,65,1333,1961,719,73900,0,0,0,14844,3079,17981,35,36566,12091,2005,78,8765,7939,7447,783,13,161
"Jefferson County, Georgia",0500000US13163,16201,38.7,7000,8760,24,33,0,558,150,7238,5855,3791,2064,5913,102,130,360,1779,2948,594,67800,0,0,0,15687,4535,16986,68,28417,13903,1871,102,9410,9105,7999,818,13,163
"Jenkins County, Georgia",0500000US13165,9055,42.2,5653,3109,31,24,0,353,59,4804,3554,2426,1128,2914,77,0,156,1325,1251,105,60600,12,0,0,8964,2539,18288,34,27398,7733,1121,8,5358,5133,4551,638,13,165
"Johnson County, Georgia",0500000US13167,9694,39.8,6267,3272,0,59,0,224,2,4064,3168,2243,925,2810,90,47,587,779,1004,303,63800,0,0,0,9389,2363,16693,0,32685,8041,1510,77,6168,6118,4943,445,13,167
"Jones County, Georgia",0500000US13169,28701,40.2,20963,7092,60,193,0,393,64,11589,10367,8476,1891,5261,98,160,148,1348,2996,511,129700,52,17,26,28400,3888,26602,254,54020,23396,4907,101,17234,16984,14928,3276,13,169
"Lamar County, Georgia",0500000US13171,18195,38.4,11996,5359,15,128,0,400,16,7515,6287,4464,1823,5095,37,0,345,1559,2936,218,121000,0,0,0,16894,3746,19143,75,40364,14645,3006,123,11478,11086,8736,1630,13,171
"Lanier County, Georgia",0500000US13173,10382,34.2,7640,2606,0,29,0,546,25,4291,3733,2372,1361,3858,24,222,187,590,2122,713,112700,0,0,4,10017,2827,17403,10,31682,6650,3308,262,6414,6198,5592,971,13,173
"Laurens County, Georgia",0500000US13175,47802,38.4,29096,17500,28,527,0,1204,253,21285,17622,10985,6637,18087,481,437,848,4736,9915,1670,85300,13,0,26,46753,12972,19826,383,33632,39080,7421,262,28165,27134,24024,3723,13,175
"Lee County, Georgia",0500000US13177,29134,36.8,21842,5679,22,693,0,779,218,10682,10126,7526,2600,7050,84,66,151,1488,4859,402,154800,0,19,0,27997,3334,28175,332,62797,19574,8106,309,18186,16879,15846,4138,13,177
"Liberty County, Georgia",0500000US13179,63949,27.4,29913,26397,297,1385,307,7706,2643,27233,22780,10368,12412,34617,76,136,753,4183,23707,5762,122500,8,7,17,61676,10443,20065,270,42484,24308,32019,3784,40844,35715,31071,6107,13,179
"Lincoln County, Georgia",0500000US13181,7712,47.3,5134,2497,0,19,2,109,11,4779,3457,2548,909,2026,104,58,149,962,668,85,118000,11,0,0,7645,1939,23582,64,34720,5617,1875,112,4626,4518,4044,568,13,181
"Long County, Georgia",0500000US13183,17243,31.7,11180,3944,32,133,39,2031,847,6238,5173,3421,1752,5419,93,0,154,1528,3148,496,99800,0,0,17,17083,2765,19176,56,50848,8184,7364,589,10755,9570,8807,1475,13,183
